what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1361122744198
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1361122744198
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1361122744198
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1361122744198
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1361122744208
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1361122744208
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1361122744208
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1361122744208
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1361122744208
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1361122744208
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1361122744208
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1361122744208
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1361122744208
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1361122744208
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1361122744208
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1361122744208
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1361122744208
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1361122744208
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1361122744208
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1361122744208
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1361122744208
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1361122744208
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1361122744208
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1361122744218
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1361122744218
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1361122744218
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1361122744218
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1361122744218
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1361122744218
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1361122744218
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1361122744218
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1361122744218
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1361122744218
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1361122744218
os,sysinfo,,,"win32",1361122744218
arch,sysinfo,,,"x86",1361122744218
ws,sysinfo,,,"win32",1361122744218
locale,sysinfo,,,"en_SG",1361122744218
processors,sysinfo,,,"8",1361122744218
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1361122744218
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1361122744218
java.specification.name,sysinfo,,,"Java Platform API Specification",1361122744218
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361122744218
java.specification.version,sysinfo,,,"1.6",1361122744218
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1361122744218
java.version,sysinfo,,,"1.6.0_23",1361122744218
java.vm.info,sysinfo,,,"mixed mode",1361122744218
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1361122744218
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361122744218
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361122744218
java.vm.specification.version,sysinfo,,,"1.0",1361122744218
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1361122744218
java.vm.version,sysinfo,,,"19.0-b09",1361122744218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122755800
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122768501
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361122769871
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1361122770001
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1361122770201
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1361122771711
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1361122771751
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1361122771751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122772481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122777622
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1361122784782
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1361122790723
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1361122790813
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122790993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122791213
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122794443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122805844
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1361122805864
started,bundle,com.altera.sbtgui.ui,12.0.0.178,"com.altera.sbtgui.ui",1361122811474
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122819775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122824475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122831306
started,bundle,org.eclipse.core.databinding,1.3.100.I20100601-0800,"org.eclipse.core.databinding",1361122833976
started,bundle,org.eclipse.core.databinding.property,1.3.0.I20100601-0800,"org.eclipse.core.databinding.property",1361122833996
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361122834156
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1361122837506
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122841217
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1361122841227
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361122842217
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122843217
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122847447
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1361122847457
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1361122847457
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1361122854768
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1361122854778
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1361122854998
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1361122855008
opened,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1361122855188
activated,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1361122855238
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1361122855558
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361122855598
activated,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1361122858028
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361122858048
closed,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1361122858068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122859308
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122896619
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361122912730
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122915491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122942453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122950533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122973475
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1361122973485
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1361122976545
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361122976645
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1361122977285
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.178,"com.altera.debug.cdi.gdb.plugin",1361122977285
