what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943718032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943723583
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1360943747854
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1360943752665
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1360943752665
opened,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1360943754895
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1360943755215
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1360943755215
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943763077
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1360943776070
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943780330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943781570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943782440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943980675
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943981265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943982205
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943982215
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943982225
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360943986905
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943990706
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360943997646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360944002366
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360944027507
