what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1361124121519
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1361124121537
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1361124121561
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1361124121600
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1361124121602
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1361124121645
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1361124121682
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1361124121752
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1361124121779
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1361124121779
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1361124121804
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1361124121833
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1361124121873
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1361124121892
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1361124121922
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1361124121922
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1361124121923
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1361124121973
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1361124122020
os,sysinfo,,,"win32",1361124122024
arch,sysinfo,,,"x86",1361124122024
ws,sysinfo,,,"win32",1361124122024
locale,sysinfo,,,"en_SG",1361124122024
processors,sysinfo,,,"8",1361124122024
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1361124122024
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1361124122024
java.specification.name,sysinfo,,,"Java Platform API Specification",1361124122024
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361124122024
java.specification.version,sysinfo,,,"1.6",1361124122024
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1361124122024
java.version,sysinfo,,,"1.6.0_23",1361124122024
java.vm.info,sysinfo,,,"mixed mode",1361124122024
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1361124122024
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361124122024
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361124122024
java.vm.specification.version,sysinfo,,,"1.0",1361124122024
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1361124122024
java.vm.version,sysinfo,,,"19.0-b09",1361124122024
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1361124122547
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1361124122687
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1361124123649
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1361124123666
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1361124123673
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1361124124027
