what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1360942258511
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1360942258511
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1360942258511
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1360942258511
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1360942258511
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1360942258511
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1360942258511
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1360942258511
os,sysinfo,,,"win32",1360942258511
arch,sysinfo,,,"x86",1360942258511
ws,sysinfo,,,"win32",1360942258511
locale,sysinfo,,,"en_SG",1360942258511
processors,sysinfo,,,"8",1360942258511
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1360942258511
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1360942258511
java.specification.name,sysinfo,,,"Java Platform API Specification",1360942258511
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1360942258511
java.specification.version,sysinfo,,,"1.6",1360942258511
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1360942258511
java.version,sysinfo,,,"1.6.0_23",1360942258511
java.vm.info,sysinfo,,,"mixed mode",1360942258511
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1360942258511
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1360942258511
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1360942258511
java.vm.specification.version,sysinfo,,,"1.0",1360942258511
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1360942258511
java.vm.version,sysinfo,,,"19.0-b09",1360942258511
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1360942258531
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1360942259931
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1360942260121
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1360942260311
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1360942261541
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1360942261591
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1360942261591
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942262411
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1360942262471
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942267991
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1360942275291
started,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.178,"com.altera.debug.cdi.gdb.plugin",1360942281452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942281712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942281802
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942285392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942285522
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1360942285552
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1360942287082
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1360942287162
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1360942287582
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.178,"com.altera.debug.cdi.gdb.plugin",1360942287582
stopped,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1360942287582
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1360942287582
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1360942287582
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1360942287592
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1360942287592
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1360942287592
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1360942287592
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1360942287592
stopped,bundle,com.altera.sbtgui.ui,12.0.0.178,"com.altera.sbtgui.ui",1360942287592
stopped,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1360942287592
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1360942287592
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1360942287592
