what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1361103119362
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1361103119363
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1361103119363
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1361103119364
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1361103119364
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1361103119364
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1361103119364
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1361103119365
os,sysinfo,,,"win32",1361103119367
arch,sysinfo,,,"x86",1361103119367
ws,sysinfo,,,"win32",1361103119367
locale,sysinfo,,,"en_SG",1361103119367
processors,sysinfo,,,"8",1361103119367
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1361103119367
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1361103119367
java.specification.name,sysinfo,,,"Java Platform API Specification",1361103119367
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361103119367
java.specification.version,sysinfo,,,"1.6",1361103119367
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1361103119367
java.version,sysinfo,,,"1.6.0_23",1361103119367
java.vm.info,sysinfo,,,"mixed mode",1361103119367
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1361103119367
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361103119367
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361103119367
java.vm.specification.version,sysinfo,,,"1.0",1361103119367
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1361103119367
java.vm.version,sysinfo,,,"19.0-b09",1361103119367
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361103128917
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1361103129091
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1361103129333
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1361103130601
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1361103133951
